iii	ꊿꌌꅇ ꎹꌠꑞꂷꉬꅉꂿ，ꅔꀥꌠꌋꆀꄉꀧꈀꄻꅐ，ꄇꄜꋊꃅꌌꏦꃤꈴꄉꑿꀋꐥꀐꄷꍞꇽꂲꆽ，ꌌꑽꃤꀋꐥꃅꉜꌠꌅꐨꐥ。
iii	ꀉꂿꌋꆀꀉꑳꈜꈜꇈꇬꇇꀤꇇꄻꌠꌅꅍꐥ。ꀉꑳꂷꈀꐥꌠꀉꄉꀉꂿꐥꅀꀋꐥ，ꉬꇮꐯꌟꃅꐧꋦꇬꀧꌋꃅꌅꅍꐥꄡꑟ。
cnr	Brak se može sklopiti samo uz slobodan i potpun pristanak lica koja stupaju u brak.
cnr	Svako ima pravo da slobodno učestvuje u kulturnom životu zajednice, da uživa u umjetnosti i da učestvuje u naučnom napretku i u dobrobiti koja otuda proističe.
cnr	Svako ima pravo na slobodu misli, savjesti i vjeroispovijesti; ovo pravo uključuje slobodu promjene vjeroispovijesti ili uvjerenja i slobodu da čovjek sam ili u zajednici s drugima, javno ili privatno, ispoljava svoju vjeru ili uvjerenje podučavanjem, običajima, molitvom i obredom.
gan	人人有平等机会参加自简个国家个公务个权利。
gan	人人有权离任何国家，包括其本国在内，并有权返回渠个国家。
gan	人人有为维护渠个利益而组织跟参加工会个权利。
cic	Hattakat nanna aaithana' ayakma̱ nannakat alhpi'saho̱ imano̱likma̱ chokma'ni.
cic	Hattak mó̱makat kanaho̱ naalhtoka' atookoli bannakmat imvoota'chi.
cic	Nannakat ikchokmoho̱ ishyámmo̱htok ki'yokya naapiisa' alhihaat nannalhpisa'a̱ i̱lánchikma̱ falammisht anompa achonhochi banna'nihookya yahma' ki'yo, naalhpisa'at ikshokí̱shtokootoko̱.
piu	Maru tjutangku tjulkura tjutangkutarra palya tjapira pungkunytjaku tjukarurru wangkarra pungkunytjaku, kuntarrinytjawiyangku. Kutjupangkunta tjapintjangka palya nyuntu tjakultjunkunytjaku. Nyuntu wangka tjakultjunutja putu kulira palya nyuntu yankula yara kulilkitjangku tjapintjaku. Yaalytjiyaalytji tjukarurru, nyuntu kulilku. Kapamanta pina yalytjura ngaranytjaku kulira ngalya yaluntjaku nyaa nyuntu tjapiningka. Yarrkatjunkunytjawiyangku Kapamantangku yara tjukarurru tjakultjunkunytjaku nyuntulakutu.
piu	Wiya nyuntunya tjapira ngaranytjaku, ramantjaku nyuntupa walytja tjutatarra, Waala nyuntupangka wiya tjarrpanytjaku ngatjarri.
piu	Kaantjala tina (United Nations) nyinanyi yanangu yuwankarraku, pana yurungka parrari nyinapayi tjutaku. Palunya kaantjala ngurrara tjutangku kulini wati, kungka, maru tjuta, tjulkura tjuta, kutjupa tjutatarra liipula nyinanyi, wiya kutjupa tjutangku mingarrtjurringkula kutjupa tjuta pikangku pungkunytjaku. Yuwankarra kalypa kutu nyinanytjaku. Wiya kutjupa tjuta, kutjupa tjutaku mayutjurrinytjaku, yuwankarra liipula nyinanyi.
mzi	Tse xkojo tjin xi tjinma tjinjina,ma mindise ko ngindie tsie nga jmmiijinxi tsabana,jmi ndasenjin tajnia nangini.
mzi	Nga ndindie xuta ngatsen de’e ko ngondsejen ngatjin-kjua nga xchandinkon nt’a ngondsejen ngatjin kokjin-tokon,kotjinkjua nga takie engajan skuendinkon xkjin.
mzi	Ngadindie inchjín xi naa ngo jakjandí,chjenga ndasian xki,tikuinii tse kia katsen t’a na’mii ngojo naa,ngojotse katsen sobáa, chjenga ngo ndsen sian xki.
hea	Laib laib gof jab nongt vel ait vel xit vut dax.
hea	Laix laix maix quaif lit dot laib gof jif.
hea	Laix laix maix quaif lit zif jeef xit des zit lif nongf bangf gof jab, ax dot ghax tongb got zit yef hvuk dot dol dait biaox id mongl zit lix.
lns	Sá’yeé Kitu Ke Nsay Yee Kùm Ghay Wìr Msòŋ Rən, ji mfì’ njiìn yee réŋ fo wíri wùn à vitúm vi vidzə̀m, e dú e máy jiwìr wò’ón mò’ón wùn à Vintati veé wòŋ vi, mo á lem s’’a’rə̀n ghán sidzə̀m e vifii, a wiy a mùm e mvèm yè’éy wùn à duŋrìi fó a tavír ghvém gháy sìn wùn a vitaáví vin vi, shishár shishàr, e mvém wóŋ wùn ákitu ke nsay fó yiì, aá kiíy e kfə̀n a lèm kijuujùŋ e mvèm wìr veé vitum ve dzəəŋ ŋgàŋ si wún à wír veé vitum ve áwune sar sá’rə̀n vi.
lns	Yìy wùn wàn kér ghay fó a ker leéy wùn àsə́ yee jeéyí. Wón adzə̀m ve a dzəən kìn é mvə̀m tátí vijin kìn é visàkii kér ghay réŋréŋ fó a dzə à kiŋèn é dzə̀’ə̀m.
lns	Mo wìr dzə̀`m kiiy ghay sìn wùn à vitaáví vin vi, kí dzə̀ é shií fo ŋkà’mé vèn wáa dzə eyiìn, Mo kí dzəə̀n ben, Dzə’ə̀m Ye Ku’ùne
kkh	ᨴᩩᨠᨤ᩠ᨶᩫᨾᩦᩈᩥᨴ᩠ᨵᩥᩓᩢᨻ᩠ᨦᩈᩁᨽᩣ᩠ᨷ ᨲᩣ᩠ᨾᨴᩦ᩵ᨯᩱᩢᨠ᩵ᩣ᩠ᩅᩅᩱᩢᨶᩱᨡᩳ᩶ᨠᨲᩥᨠᩣᩋ᩠ᨶᩢᨶᩦ᩶ ᨯᩰ᩠ᨿᨷᩢᨯᩱᩢᨲᩯ᩠ᨠᨲ᩵ᩣ᩠ᨦᨠ᩠ᨶᩢ ᨷᩢᩅᩤ᩵ᩋ᩠ᨶᩢᨯᩱ ᩉᩮ᩠ᨾᩨᩁᩅᩤ᩵ ᨩᩮ᩠ᩋᩨ᩶ᨩᩣ᩠ᨲ ᨹ᩠ᩅᩥ ᨻ᩠ᨿᨯ ᨽᩣᩈᩣ ᩈᩣᩈᨶᩣ ᨣ᩠ᩅᩣ᩠ᨾᨣ᩠ᨯᩧᩉ᩠ᨶᩢᨴᩤ᩠ᨦᨠᩣ᩠ᩁᨾᩮ᩠ᨦᩨ ᩉᩕᩨᨴᩤ᩠ᨦᩋ᩠ᨶᩨ᩵ᪧ ᨩᩣ᩠ᨲᨩᩮ᩠ᩋᩨ᩶ ᩈ᩠ᨦᩢᨣ᩠ᨾᩫ ᩈᩫ᩠ᨾᨷ᩠ᨲᩢ ᨩᩣ᩠ᨲᨠᩮ᩠ᨯᩨ ᩉᩕᩨᩈᨳᩣᨶᩋ᩠ᨶᩨ᩵ᪧ ᨳᩯ᩠ᨦᩢᨷᩕᨠᩣ᩠ᩁᩉ᩠ᨶᩧ᩵ᨦ ᨷᩢᨾᩦᨣ᩠ᩅᩣ᩠ᨾᨲᩯ᩠ᨠᨲ᩵ᩣ᩠ᨦᨠ᩠ᨶᩢ ᨷᩢᩅᩤ᩵ᨴᩤ᩠ᨦᨠᩣ᩠ᩁᨾᩮ᩠ᨦᩨ ᨠᩣ᩠ᩁᩈᩣ᩠ᩁᨠᩣ᩠ᩁᩃᩩᨾ ᨠᩣ᩠ᨦᨲ᩵ᩣ᩠ᨦᨷᩤ᩠ᨶᩢᨲ᩵ᩣ᩠ᨦᨾᩮ᩠ᨦᩨ ᩉᩕᩨᨠᩣ᩠ᩁᨶᩱᨯ᩠ᨶᩥᨯᩯ᩠ᨶᨴᩦ᩵ᨤ᩠ᨶᩫᩋᩣᩈᩱ᩠ᨿᩀᩪ᩵ ᨷᩢᩅᩤ᩵ᨯ᩠ᨶᩥᨯᩯ᩠ᨶᨶᩦ᩶ᨧᩢᨸᩮ᩠ᨶᩑᨠᩁᩣ᩠ᨩ ᩀᩪ᩵ᨶᩱᨣ᩠ᩅᩣ᩠ᨾᨸ᩠ᨠᩫᨣᩕ᩠ᩋᨦᨡ᩠ᩋᨦᨲ᩠ᨶᩫ ᩉᩕᩨᩀᩪ᩵ᨲᩱᩢᩋᩴᩣᨶᩣ᩠ᨧᨲ᩠ᨶᩫᨯᩱᪧᨴ᩠ᨦᩢᩈᩢ᩠ᨿᨦ
kkh	ᨤ᩠ᨶᩫᨹᩪᩢᨯᩱᪧ ᨧᩢᨳᩪᨠᩉᩮ᩠ᨯᩉᩮ᩠ᨾᩨᩁᨸᩮ᩠ᨶᨡᩢᩣ ᨡᩣ᩠ᨿᨸᩮ᩠ᨶᨯ᩠ᨦᩢ᩵ᨡᩢᩣᨩᩱᩢ ᨣᩤᩢᨡᩣ᩠ᨿᨤ᩠ᨶᩫᨸᩮ᩠ᨶᨡᩢᩣ ᩉᩢᩣ᩠ᨾᨴᩩᨠᪧᩀ᩵ᩣ᩠ᨦ
kkh	ᨴᩩᨠᨤ᩠ᨶᩫᨾᩦᩈᩥᨴ᩠ᨵᩥᨴᩦ᩵ᨧᩢᨯᩱᩢᨠᩣ᩠ᩁᩁ᩠ᨠᩢᨧᩣ᩠ᨠᩈᩣ᩠ᩁᨡ᩠ᩋᨦᩁ᩠ᨮᩢ ᨧᩣ᩠ᨠᨠᩣ᩠ᩁᩋ᩠ᨶᩢᨯᩱᩢᨳᩪᨠᩃ᩠ᩅ᩵ᨦᩃᩢᩴᩣ ᨲᩣ᩠ᨾᨴᩦ᩵ᨲ᩠ᨶᩫᨾᩦᩈᨴ᩠ᨵᩥᨲᩣ᩠ᨾᨠ᩠ᨭᩫᩉ᩠ᨾᩣ᩠ᨿᨸᩮ᩠ᨦᩨᨾᩮ᩠ᨦᩨ
